AssetID,Day of DateOccurred,ProblemTypeName
97FE0553-D5D1-E111-97B2-0025B500016E,"November 7, 2012",Accessory Issue
97FE0553-D5D1-E111-97B2-0025B500016E,"November 8, 2012",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"February 13, 2013",Damage
97FE0553-D5D1-E111-97B2-0025B500016E,"February 25, 2013",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"April 19, 2013",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"May 9, 2013",Output Quality
97FE0553-D5D1-E111-97B2-0025B500016E,"May 20, 2013",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"May 24, 2013",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"June 5, 2013",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"July 3, 2013",Damage
97FE0553-D5D1-E111-97B2-0025B500016E,"July 25, 2013",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"September 4, 2013",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"September 5, 2013",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"September 11, 2013",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"September 18, 2013",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"September 24, 2013",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"October 8, 2013",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"October 23, 2013",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"October 30, 2013",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"December 11, 2013",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"January 15, 2014",Scanning Issue
97FE0553-D5D1-E111-97B2-0025B500016E,"January 17, 2014",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"January 27, 2014",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"February 5, 2014",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"February 10, 2014",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"March 10, 2014",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"April 7, 2014",Consumable Issue
97FE0553-D5D1-E111-97B2-0025B500016E,"April 17, 2014",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"April 22, 2014",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"April 28, 2014",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"October 16, 2014",Device Offline
97FE0553-D5D1-E111-97B2-0025B500016E,"January 8, 2015",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"January 20, 2015",Accessory Issue
97FE0553-D5D1-E111-97B2-0025B500016E,"March 3, 2015",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"March 4, 2015",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"May 20, 2015",Damage
97FE0553-D5D1-E111-97B2-0025B500016E,"June 10, 2015",Output Quality
97FE0553-D5D1-E111-97B2-0025B500016E,"August 21, 2015",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"September 10, 2015",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"September 15, 2015",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"October 15, 2015",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"October 23, 2015",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"October 30, 2015",Damage
97FE0553-D5D1-E111-97B2-0025B500016E,"November 23, 2015",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"January 6, 2016",Accessory Issue
97FE0553-D5D1-E111-97B2-0025B500016E,"January 22, 2016",Output Quality
97FE0553-D5D1-E111-97B2-0025B500016E,"February 9, 2016",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"February 24, 2016",Paper Jam
97FE0553-D5D1-E111-97B2-0025B500016E,"March 9, 2016",Device Fault
97FE0553-D5D1-E111-97B2-0025B500016E,"April 4, 2016",Paper Jam
000C52FB-9DA1-E011-B723-0024E861B15C,"November 9, 2012",Output Quality
000C52FB-9DA1-E011-B723-0024E861B15C,"February 5, 2013",Output Quality
000C52FB-9DA1-E011-B723-0024E861B15C,"April 23, 2013",Device Fault
000C52FB-9DA1-E011-B723-0024E861B15C,"July 16, 2013",Paper Jam
000C52FB-9DA1-E011-B723-0024E861B15C,"December 6, 2013",Device Fault
000C52FB-9DA1-E011-B723-0024E861B15C,"January 29, 2014",Output Quality
000C52FB-9DA1-E011-B723-0024E861B15C,"February 25, 2014",Output Quality
000C52FB-9DA1-E011-B723-0024E861B15C,"May 28, 2014",Device Fault
000C52FB-9DA1-E011-B723-0024E861B15C,"June 17, 2014",Device Fault
000C52FB-9DA1-E011-B723-0024E861B15C,"August 6, 2014",Device Fault
000C52FB-9DA1-E011-B723-0024E861B15C,"August 25, 2014",Device Offline
000C52FB-9DA1-E011-B723-0024E861B15C,"January 8, 2015",Device Fault
088B201D-3DE0-E111-AD34-0025B500016E,"February 15, 2013",Fax Issue
088B201D-3DE0-E111-AD34-0025B500016E,"April 9, 2013",Damage
088B201D-3DE0-E111-AD34-0025B500016E,"April 23, 2013",Device Fault
088B201D-3DE0-E111-AD34-0025B500016E,"May 30, 2013",Device Fault
088B201D-3DE0-E111-AD34-0025B500016E,"February 25, 2014",Equitrac
088B201D-3DE0-E111-AD34-0025B500016E,"April 23, 2015",Paper Jam
088B201D-3DE0-E111-AD34-0025B500016E,"April 28, 2015",Paper Jam
088B201D-3DE0-E111-AD34-0025B500016E,"May 26, 2015",Device Fault
088B201D-3DE0-E111-AD34-0025B500016E,"November 5, 2015",Device Fault
114B8414-3DE0-E111-AD34-0025B500016E,"August 29, 2012",Device Fault
114B8414-3DE0-E111-AD34-0025B500016E,"September 6, 2012",Device Fault
114B8414-3DE0-E111-AD34-0025B500016E,"September 25, 2012",Paper Jam
114B8414-3DE0-E111-AD34-0025B500016E,"September 25, 2012",Device Fault
114B8414-3DE0-E111-AD34-0025B500016E,"November 8, 2012",Device Fault
114B8414-3DE0-E111-AD34-0025B500016E,"January 10, 2013",Device Fault
114B8414-3DE0-E111-AD34-0025B500016E,"February 12, 2013",Paper Jam
114B8414-3DE0-E111-AD34-0025B500016E,"April 15, 2013",Device Fault
114B8414-3DE0-E111-AD34-0025B500016E,"June 17, 2013",Output Quality
114B8414-3DE0-E111-AD34-0025B500016E,"July 1, 2013",Device Offline
114B8414-3DE0-E111-AD34-0025B500016E,"October 10, 2013",Damage
114B8414-3DE0-E111-AD34-0025B500016E,"November 21, 2013",Paper Jam
114B8414-3DE0-E111-AD34-0025B500016E,"December 18, 2013",Damage
114B8414-3DE0-E111-AD34-0025B500016E,"January 9, 2014",Environmental Issue
114B8414-3DE0-E111-AD34-0025B500016E,"March 3, 2014",Paper Jam
114B8414-3DE0-E111-AD34-0025B500016E,"March 28, 2014",Damage
114B8414-3DE0-E111-AD34-0025B500016E,"May 29, 2014",Output Quality
114B8414-3DE0-E111-AD34-0025B500016E,"June 9, 2014",Paper Jam
114B8414-3DE0-E111-AD34-0025B500016E,"July 27, 2014",Device Offline
114B8414-3DE0-E111-AD34-0025B500016E,"September 8, 2014",Damage
114B8414-3DE0-E111-AD34-0025B500016E,"September 26, 2014",Paper Jam
114B8414-3DE0-E111-AD34-0025B500016E,"October 30, 2014",Paper Jam
114B8414-3DE0-E111-AD34-0025B500016E,"January 15, 2015",Environmental Issue
114B8414-3DE0-E111-AD34-0025B500016E,"March 3, 2015",Device Fault
114B8414-3DE0-E111-AD34-0025B500016E,"March 27, 2015",Paper Jam
114B8414-3DE0-E111-AD34-0025B500016E,"July 20, 2015",Device Fault
114B8414-3DE0-E111-AD34-0025B500016E,"August 31, 2015",Paper Jam
114B8414-3DE0-E111-AD34-0025B500016E,"September 24, 2015",Device Fault
114B8414-3DE0-E111-AD34-0025B500016E,"November 3, 2015",Paper Jam
114B8414-3DE0-E111-AD34-0025B500016E,"December 8, 2015",Paper Jam
114B8414-3DE0-E111-AD34-0025B500016E,"April 1, 2016",Accessory Issue
172D4AD6-837B-E211-9C6C-0025B500016E,"June 17, 2013",Device Fault
172D4AD6-837B-E211-9C6C-0025B500016E,"March 27, 2015",Environmental Issue
172D4AD6-837B-E211-9C6C-0025B500016E,"August 10, 2015",Output Quality
172D4AD6-837B-E211-9C6C-0025B500016E,"September 2, 2015",Paper Jam
172D4AD6-837B-E211-9C6C-0025B500016E,"September 17, 2015",Device Fault
172D4AD6-837B-E211-9C6C-0025B500016E,"October 20, 2015",Paper Jam
172D4AD6-837B-E211-9C6C-0025B500016E,"November 30, 2015",Paper Jam
172D4AD6-837B-E211-9C6C-0025B500016E,"December 18, 2015",Device Fault
173B8414-3DE0-E111-AD34-0025B500016E,"September 6, 2012",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"September 10, 2012",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"October 4, 2012",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"January 7, 2013",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"January 10, 2013",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"January 31, 2013",Environmental Issue
173B8414-3DE0-E111-AD34-0025B500016E,"April 19, 2013",Device Fault
173B8414-3DE0-E111-AD34-0025B500016E,"September 6, 2013",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"September 11, 2013",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"November 4, 2013",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"November 7, 2013",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"December 13, 2013",Device Fault
173B8414-3DE0-E111-AD34-0025B500016E,"December 18, 2013",Device Fault
173B8414-3DE0-E111-AD34-0025B500016E,"February 3, 2014",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"February 10, 2014",Output Quality
173B8414-3DE0-E111-AD34-0025B500016E,"February 13, 2014",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"February 25, 2014",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"February 26, 2014",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"March 4, 2014",Accessory Issue
173B8414-3DE0-E111-AD34-0025B500016E,"March 24, 2014",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"March 28, 2014",Device Fault
173B8414-3DE0-E111-AD34-0025B500016E,"April 25, 2014",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"April 28, 2014",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"June 4, 2014",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"August 6, 2014",Device Offline
173B8414-3DE0-E111-AD34-0025B500016E,"September 2, 2014",Accessory Issue
173B8414-3DE0-E111-AD34-0025B500016E,"September 24, 2014",Device Fault
173B8414-3DE0-E111-AD34-0025B500016E,"October 3, 2014",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"October 3, 2014",Output Quality
173B8414-3DE0-E111-AD34-0025B500016E,"November 6, 2014",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"December 12, 2014",Device Fault
173B8414-3DE0-E111-AD34-0025B500016E,"December 16, 2014",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"January 9, 2015",Scanning Issue
173B8414-3DE0-E111-AD34-0025B500016E,"January 14, 2015",Accessory Issue
173B8414-3DE0-E111-AD34-0025B500016E,"February 4, 2015",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"March 17, 2015",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"April 20, 2015",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"May 18, 2015",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"June 9, 2015",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"September 29, 2015",Device Fault
173B8414-3DE0-E111-AD34-0025B500016E,"October 20, 2015",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"November 9, 2015",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"November 24, 2015",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"December 14, 2015",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"January 5, 2016",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"January 26, 2016",Device Fault
173B8414-3DE0-E111-AD34-0025B500016E,"February 29, 2016",Paper Jam
173B8414-3DE0-E111-AD34-0025B500016E,"April 7, 2016",Damage
242B7529-20F4-E111-AEC9-0025B500016E,"September 9, 2015",Device Offline
289B2BAB-BCE5-E111-AEB9-0025B500016E,"August 29, 2012",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"September 5, 2012",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"October 3, 2012",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"October 16, 2012",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"October 31, 2012",Accessory Issue
289B2BAB-BCE5-E111-AEB9-0025B500016E,"December 12, 2012",Paper Jam
289B2BAB-BCE5-E111-AEB9-0025B500016E,"December 13, 2012",Consumable Issue
289B2BAB-BCE5-E111-AEB9-0025B500016E,"December 14, 2012",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"January 3, 2013",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"March 18, 2013",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"April 22, 2013",Output Quality
289B2BAB-BCE5-E111-AEB9-0025B500016E,"November 6, 2013",Paper Jam
289B2BAB-BCE5-E111-AEB9-0025B500016E,"December 12, 2013",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"February 4, 2014",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"April 1, 2014",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"May 7, 2014",Paper Jam
289B2BAB-BCE5-E111-AEB9-0025B500016E,"June 24, 2014",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"August 27, 2014",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"October 7, 2014",Paper Jam
289B2BAB-BCE5-E111-AEB9-0025B500016E,"October 11, 2014",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"January 5, 2015",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"January 13, 2015",Paper Jam
289B2BAB-BCE5-E111-AEB9-0025B500016E,"February 12, 2015",Paper Jam
289B2BAB-BCE5-E111-AEB9-0025B500016E,"February 23, 2015",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"March 13, 2015",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"April 2, 2015",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"April 10, 2015",Paper Jam
289B2BAB-BCE5-E111-AEB9-0025B500016E,"April 17, 2015",Paper Jam
289B2BAB-BCE5-E111-AEB9-0025B500016E,"April 20, 2015",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"May 11, 2015",Device Offline
289B2BAB-BCE5-E111-AEB9-0025B500016E,"September 3, 2015",Paper Jam
289B2BAB-BCE5-E111-AEB9-0025B500016E,"September 21, 2015",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"September 28, 2015",Paper Jam
289B2BAB-BCE5-E111-AEB9-0025B500016E,"September 30, 2015",Output Quality
289B2BAB-BCE5-E111-AEB9-0025B500016E,"October 1, 2015",Paper Jam
289B2BAB-BCE5-E111-AEB9-0025B500016E,"October 13, 2015",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"October 22, 2015",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"November 12, 2015",Paper Jam
289B2BAB-BCE5-E111-AEB9-0025B500016E,"December 15, 2015",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"January 4, 2016",Device Fault
289B2BAB-BCE5-E111-AEB9-0025B500016E,"January 15, 2016",Accessory Issue
289B2BAB-BCE5-E111-AEB9-0025B500016E,"February 2, 2016",Paper Jam
289B2BAB-BCE5-E111-AEB9-0025B500016E,"March 9, 2016",Paper Jam
406B0D8C-BB12-E011-8543-0024E861B15C,"November 13, 2012",Device Fault
406B0D8C-BB12-E011-8543-0024E861B15C,"February 13, 2013",Device Fault
406B0D8C-BB12-E011-8543-0024E861B15C,"March 25, 2013",Device Fault
406B0D8C-BB12-E011-8543-0024E861B15C,"September 13, 2013",Accessory Issue
406B0D8C-BB12-E011-8543-0024E861B15C,"September 11, 2014",Device Fault
406B0D8C-BB12-E011-8543-0024E861B15C,"September 26, 2014",Device Fault
406B0D8C-BB12-E011-8543-0024E861B15C,"May 7, 2015",Paper Jam
406B0D8C-BB12-E011-8543-0024E861B15C,"June 11, 2015",Device Fault
406B0D8C-BB12-E011-8543-0024E861B15C,"September 8, 2015",Device Fault
406B0D8C-BB12-E011-8543-0024E861B15C,"October 1, 2015",Device Fault
406B0D8C-BB12-E011-8543-0024E861B15C,"January 12, 2016",Device Fault
406B0D8C-BB12-E011-8543-0024E861B15C,"January 29, 2016",Device Fault
406B0D8C-BB12-E011-8543-0024E861B15C,"March 24, 2016",Damage
566DFEA9-5CE7-E311-80C3-0025B500016E,"October 31, 2014",Paper Jam
566DFEA9-5CE7-E311-80C3-0025B500016E,"April 8, 2015",Device Fault
566DFEA9-5CE7-E311-80C3-0025B500016E,"September 11, 2015",Paper Jam
566DFEA9-5CE7-E311-80C3-0025B500016E,"September 17, 2015",Device Fault
566DFEA9-5CE7-E311-80C3-0025B500016E,"February 8, 2016",Device Fault
577A84CE-7923-E211-AEC9-0025B500016E,"November 20, 2012",Fax Issue
577A84CE-7923-E211-AEC9-0025B500016E,"December 30, 2013",Device Offline
577A84CE-7923-E211-AEC9-0025B500016E,"June 19, 2014",Device Fault
577A84CE-7923-E211-AEC9-0025B500016E,"March 19, 2015",Device Fault
799D2BAB-BCE5-E111-AEB9-0025B500016E,"October 22, 2012",Device Fault
799D2BAB-BCE5-E111-AEB9-0025B500016E,"December 17, 2012",Output Quality
799D2BAB-BCE5-E111-AEB9-0025B500016E,"January 30, 2013",Output Quality
799D2BAB-BCE5-E111-AEB9-0025B500016E,"July 16, 2013",Paper Jam
799D2BAB-BCE5-E111-AEB9-0025B500016E,"April 1, 2014",Paper Jam
799D2BAB-BCE5-E111-AEB9-0025B500016E,"November 12, 2014",Device Fault
832EFCD3-42D0-E111-97B2-0025B500016E,"September 24, 2012",Paper Jam
832EFCD3-42D0-E111-97B2-0025B500016E,"October 19, 2012",Fax Issue
832EFCD3-42D0-E111-97B2-0025B500016E,"May 22, 2013",Device Fault
832EFCD3-42D0-E111-97B2-0025B500016E,"December 10, 2013",Device Offline
832EFCD3-42D0-E111-97B2-0025B500016E,"January 23, 2014",Paper Jam
832EFCD3-42D0-E111-97B2-0025B500016E,"June 3, 2014",Device Fault
832EFCD3-42D0-E111-97B2-0025B500016E,"March 25, 2015",Paper Jam
832EFCD3-42D0-E111-97B2-0025B500016E,"June 29, 2015",Paper Jam
832EFCD3-42D0-E111-97B2-0025B500016E,"July 20, 2015",Paper Jam
832EFCD3-42D0-E111-97B2-0025B500016E,"July 30, 2015",Paper Jam
832EFCD3-42D0-E111-97B2-0025B500016E,"September 2, 2015",Device Fault
832EFCD3-42D0-E111-97B2-0025B500016E,"September 24, 2015",Paper Jam
832EFCD3-42D0-E111-97B2-0025B500016E,"November 12, 2015",Device Fault
832EFCD3-42D0-E111-97B2-0025B500016E,"November 23, 2015",Environmental Issue
832EFCD3-42D0-E111-97B2-0025B500016E,"February 2, 2016",Device Fault
832EFCD3-42D0-E111-97B2-0025B500016E,"March 16, 2016",Device Fault
923EEDA4-D92C-E211-A66B-0025B500017E,"December 14, 2012",Output Quality
923EEDA4-D92C-E211-A66B-0025B500017E,"January 8, 2013",Paper Jam
923EEDA4-D92C-E211-A66B-0025B500017E,"January 30, 2013",Device Fault
923EEDA4-D92C-E211-A66B-0025B500017E,"March 11, 2013",Device Fault
923EEDA4-D92C-E211-A66B-0025B500017E,"March 26, 2013",Device Fault
923EEDA4-D92C-E211-A66B-0025B500017E,"April 18, 2013",Scanning Issue
923EEDA4-D92C-E211-A66B-0025B500017E,"July 10, 2013",Device Offline
923EEDA4-D92C-E211-A66B-0025B500017E,"October 21, 2013",Paper Jam
923EEDA4-D92C-E211-A66B-0025B500017E,"October 23, 2013",Paper Jam
923EEDA4-D92C-E211-A66B-0025B500017E,"November 13, 2013",Paper Jam
923EEDA4-D92C-E211-A66B-0025B500017E,"December 9, 2013",Device Fault
923EEDA4-D92C-E211-A66B-0025B500017E,"January 10, 2014",Device Fault
923EEDA4-D92C-E211-A66B-0025B500017E,"February 24, 2014",Damage
923EEDA4-D92C-E211-A66B-0025B500017E,"September 18, 2014",Device Fault
923EEDA4-D92C-E211-A66B-0025B500017E,"September 25, 2014",Device Fault
923EEDA4-D92C-E211-A66B-0025B500017E,"October 8, 2014",Device Fault
923EEDA4-D92C-E211-A66B-0025B500017E,"October 20, 2014",Equitrac
923EEDA4-D92C-E211-A66B-0025B500017E,"November 21, 2014",Paper Jam
923EEDA4-D92C-E211-A66B-0025B500017E,"December 4, 2014",Device Fault
923EEDA4-D92C-E211-A66B-0025B500017E,"April 23, 2015",Paper Jam
923EEDA4-D92C-E211-A66B-0025B500017E,"June 11, 2015",Damage
923EEDA4-D92C-E211-A66B-0025B500017E,"January 20, 2016",Paper Jam
923EEDA4-D92C-E211-A66B-0025B500017E,"February 8, 2016",Paper Jam
923EEDA4-D92C-E211-A66B-0025B500017E,"February 25, 2016",Paper Jam
923EEDA4-D92C-E211-A66B-0025B500017E,"March 1, 2016",Paper Jam
923EEDA4-D92C-E211-A66B-0025B500017E,"March 16, 2016",Paper Jam
956E2E92-C600-E211-AEC9-0025B500016E,"November 5, 2012",Device Fault
956E2E92-C600-E211-AEC9-0025B500016E,"November 20, 2012",Device Fault
956E2E92-C600-E211-AEC9-0025B500016E,"April 8, 2013",Device Fault
956E2E92-C600-E211-AEC9-0025B500016E,"June 14, 2013",Consumable Issue
956E2E92-C600-E211-AEC9-0025B500016E,"December 20, 2013",Device Fault
956E2E92-C600-E211-AEC9-0025B500016E,"January 20, 2014",Paper Jam
956E2E92-C600-E211-AEC9-0025B500016E,"May 2, 2014",Accessory Issue
956E2E92-C600-E211-AEC9-0025B500016E,"November 13, 2014",Output Quality
956E2E92-C600-E211-AEC9-0025B500016E,"December 30, 2014",Accessory Issue
956E2E92-C600-E211-AEC9-0025B500016E,"January 13, 2015",Paper Jam
956E2E92-C600-E211-AEC9-0025B500016E,"February 27, 2015",Device Fault
956E2E92-C600-E211-AEC9-0025B500016E,"June 12, 2015",Device Fault
956E2E92-C600-E211-AEC9-0025B500016E,"November 24, 2015",Damage
956E2E92-C600-E211-AEC9-0025B500016E,"January 28, 2016",Accessory Issue
956E2E92-C600-E211-AEC9-0025B500016E,"February 11, 2016",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"August 29, 2012",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"September 4, 2012",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"September 19, 2012",Paper Jam
3689D4C1-B3D1-E111-97B2-0025B500016E,"September 26, 2012",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"November 5, 2012",Paper Jam
3689D4C1-B3D1-E111-97B2-0025B500016E,"November 7, 2012",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"December 10, 2012",Accessory Issue
3689D4C1-B3D1-E111-97B2-0025B500016E,"April 19, 2013",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"May 2, 2013",Accessory Issue
3689D4C1-B3D1-E111-97B2-0025B500016E,"August 13, 2013",Consumable Issue
3689D4C1-B3D1-E111-97B2-0025B500016E,"September 26, 2013",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"October 24, 2013",Paper Jam
3689D4C1-B3D1-E111-97B2-0025B500016E,"November 19, 2013",Paper Jam
3689D4C1-B3D1-E111-97B2-0025B500016E,"December 3, 2013",Paper Jam
3689D4C1-B3D1-E111-97B2-0025B500016E,"December 16, 2013",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"March 3, 2014",Server Issue
3689D4C1-B3D1-E111-97B2-0025B500016E,"July 18, 2014",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"August 19, 2014",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"October 1, 2014",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"October 10, 2014",Consumable Issue
3689D4C1-B3D1-E111-97B2-0025B500016E,"October 21, 2014",Paper Jam
3689D4C1-B3D1-E111-97B2-0025B500016E,"November 24, 2014",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"December 1, 2014",Device Offline
3689D4C1-B3D1-E111-97B2-0025B500016E,"January 12, 2015",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"February 23, 2015",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"March 12, 2015",Damage
3689D4C1-B3D1-E111-97B2-0025B500016E,"March 16, 2015",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"March 18, 2015",Paper Jam
3689D4C1-B3D1-E111-97B2-0025B500016E,"April 6, 2015",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"April 8, 2015",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"May 8, 2015",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"May 19, 2015",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"June 11, 2015",Paper Jam
3689D4C1-B3D1-E111-97B2-0025B500016E,"July 17, 2015",Device Offline
3689D4C1-B3D1-E111-97B2-0025B500016E,"September 2, 2015",Environmental Issue
3689D4C1-B3D1-E111-97B2-0025B500016E,"October 8, 2015",Device Fault
3689D4C1-B3D1-E111-97B2-0025B500016E,"October 15, 2015",Damage
3689D4C1-B3D1-E111-97B2-0025B500016E,"November 6, 2015",Paper Jam
3689D4C1-B3D1-E111-97B2-0025B500016E,"December 8, 2015",Scanning Issue
3689D4C1-B3D1-E111-97B2-0025B500016E,"January 8, 2016",Damage
3689D4C1-B3D1-E111-97B2-0025B500016E,"January 21, 2016",Consumable Issue
3689D4C1-B3D1-E111-97B2-0025B500016E,"February 3, 2016",Paper Jam
3689D4C1-B3D1-E111-97B2-0025B500016E,"February 5, 2016",Device Fault
4001FAD0-00E1-E311-80C1-0025B500016E,"September 5, 2014",Device Fault
4001FAD0-00E1-E311-80C1-0025B500016E,"September 24, 2014",Paper Jam
4001FAD0-00E1-E311-80C1-0025B500016E,"October 28, 2014",Device Fault
4001FAD0-00E1-E311-80C1-0025B500016E,"December 8, 2014",Device Fault
4001FAD0-00E1-E311-80C1-0025B500016E,"March 24, 2015",Device Fault
4001FAD0-00E1-E311-80C1-0025B500016E,"October 16, 2015",Device Fault
4001FAD0-00E1-E311-80C1-0025B500016E,"February 3, 2016",Damage
4001FAD0-00E1-E311-80C1-0025B500016E,"February 26, 2016",Device Fault
4001FAD0-00E1-E311-80C1-0025B500016E,"March 11, 2016",Device Fault
4881D9D3-C600-E211-AEC9-0025B500016E,"April 2, 2013",Paper Jam
4881D9D3-C600-E211-AEC9-0025B500016E,"May 14, 2013",Accessory Issue
4881D9D3-C600-E211-AEC9-0025B500016E,"June 13, 2013",Device Fault
4881D9D3-C600-E211-AEC9-0025B500016E,"August 13, 2013",Consumable Issue
4881D9D3-C600-E211-AEC9-0025B500016E,"August 26, 2013",Paper Jam
